OBJECTID,Australia_test2_CNTRY_NAME,Australia_test2_ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
33,Uganda,33,263363,4.572274379,0,17.66365814,17.66365814,0.006041877,0.107230344,1591.206733
113,Ukraine,113,4232574,73.48218868,0,11283.61914,11283.61914,0.203472719,10.90841477,861213.3411
105,United Arab Emirates,105,359116,6.234652878,0,319.2369995,319.2369995,3.914319017,15.05053697,1405694.588
112,United Kingdom,112,1937165,33.63133734,0,932.0755615,932.0755615,1.71021259,7.079476212,3312963.971
41,United States,41,64301426,1116.344219,-0.011989065,4887.95166,4887.963649,0.706492405,5.184077451,45428469.09
38,United States,38,16755,0.290885421,0,0,0,0,0,0
34,Uruguay,34,986480,17.12638916,0,192.1040039,192.1040039,0.248344102,2.859554256,244986.4901
115,Uzbekistan,115,728004,12.63895854,0,1388.23584,1388.23584,0.011977203,2.303897221,8719.451999
39,Uzbekistan,39,2058321,35.73474016,0,1519.640015,1519.640015,0.228883115,3.789723375,471114.9229
15,Vanuatu,15,59763,1.0375521,0,1431.796387,1431.796387,0.249851024,11.67394306,14931.84672
43,Venezuela,43,4296176,74.58639008,-0.032808207,97386.75781,97386.79062,0.826588012,118.0771743,3551167.577
116,Venezuela,116,2421,0.042031251,0,0,0,0,0,0
40,Vietnam,40,1587019,27.55241364,0,697.5874023,697.5874023,0.989795349,11.83305566,1570824.025
45,Virgin Islands,45,1064,0.018472223,0,38.57366943,38.57366943,5.655567014,6.562455549,6017.523303
41,Wake Island,41,91,0.001579861,0,1.790323734,1.790323734,0.164462364,0.311144723,14.96607516
21,Wallis and Futuna,21,772,0.013402778,0,1.196240544,1.196240544,0.030123338,0.114932583,23.25521692
117,West Bank,117,32301,0.560781259,0,212.2505646,212.2505646,5.571158266,12.5106099,179953.9832
118,Western Sahara,118,1381723,23.98824691,0,142.4500732,142.4500732,0.015591248,0.856999087,21542.78539
22,Western Samoa,22,14143,0.245538198,-0.0177183,10.1557827,10.173501,0.035619746,0.326686056,503.7700706
119,Yemen,119,2059076,35.74784779,0,809.6251831,809.6251831,0.061674858,1.58699291,126993.2194
18,Zaire,18,3334926,57.89802176,0,78.19651031,78.19651031,0.000972724,0.110154296,3243.962291
10,Zaire,10,7597197,131.8957834,-0.026350165,1715.282593,1715.308943,0.011990431,1.280412566,91093.66887
37,Zambia,37,3618120,62.81458434,-0.024210343,136.4461212,136.4703316,0.032475704,0.787870784,117500.993
38,Zimbabwe,38,1927457,33.46279567,-0.000298786,85.26528168,85.26558046,0.026916751,0.437371853,51880.88061
